name,stocking_info,longitude,county,latitude,alt,size,location
Cirque,"Cutthroat trout: 2012-08-29 00:00:00__800,Cutthroat trout: 2009-09-03 00:00:00__734,Cutthroat trout: 2006-08-11 00:00:00__750,Cutthroat trout: 2003-07-25 00:00:00__780,Cutthroat trout: 2000-08-13 00:00:00__735",-121.299275,Yakima County,46.460608,5657,7.8,46.460608 -121.299275
Clear Lake,"Cutthroat trout: 2000-09-25 00:00:00__2,220,Rainbow trout: 2006-08-07 00:00:00__8,400,Rainbow trout: 2006-05-15 00:00:00__17,954,Rainbow trout: 2004-09-21 00:00:00__5,985,Rainbow trout: 2004-07-07 00:00:00__3,000,Rainbow trout: 2004-06-19 00:00:00__12,818,Rainbow trout: 2004-05-17 00:00:00__3,960,Rainbow trout: 2004-05-12 00:00:00__3,894,Rainbow trout: 2004-05-10 00:00:00__4,026,Rainbow trout: 2004-04-19 00:00:00__18,018,Rainbow trout: 2004-04-13 00:00:00__2,595,Rainbow trout: 2004-04-13 00:00:00__2,695,Rainbow trout: 2004-04-12 00:00:00__3,218,Rainbow trout: 2003-06-10 00:00:00__18,025,Rainbow trout: 2003-06-02 00:00:00__3,799,Rainbow trout: 2003-05-07 00:00:00__3,904,Rainbow trout: 2003-05-06 00:00:00__3,840,Rainbow trout: 2003-05-05 00:00:00__3,904,Rainbow trout: 2003-04-15 00:00:00__3,802,Rainbow trout: 2002-06-18 00:00:00__2,520,Rainbow trout: 2002-06-10 00:00:00__2,190,Rainbow trout: 2002-06-05 00:00:00__18,056,Rainbow trout: 2002-05-15 00:00:00__3,751,Rainbow trout: 2002-05-14 00:00:00__3,600,Rainbow trout: 2002-05-13 00:00:00__3,600,Rainbow trout: 2002-04-29 00:00:00__2,466,Rainbow trout: 2002-04-25 00:00:00__3,060,Rainbow trout: 2002-04-24 00:00:00__3,045,Rainbow trout: 2001-10-08 00:00:00__3,036,Rainbow trout: 2000-09-25 00:00:00__6,696,Rainbow trout: 2000-06-14 00:00:00__20,067",-121.276216,Yakima County,46.627734,2994,232.1,46.627734 -121.276216
Cedar,"Cutthroat trout: 2012-08-30 00:00:00__1,200,Cutthroat trout: 2010-08-10 00:00:00__1,035,Cutthroat trout: 2008-08-13 00:00:00__1,050,Cutthroat trout: 2006-08-29 00:00:00__1,065,Cutthroat trout: 2003-08-28 00:00:00__1,045,Cutthroat trout: 2001-07-23 00:00:00__1,064",-121.422232,Yakima County,46.841415,5249,10.5,46.841415 -121.422232
Brown,"Rainbow trout: 2012-08-10 00:00:00__240,Rainbow trout: 2009-07-21 00:00:00__240,Rainbow trout: 2006-07-18 00:00:00__242,Rainbow trout: 2003-07-14 00:00:00__240,Rainbow trout: 2000-08-10 00:00:00__246",-121.348719,Yakima County,46.699911,5117,2.1,46.699911 -121.348719
Buck,"Cutthroat trout: 2012-09-12 00:00:00__280,Cutthroat trout: 2010-09-03 00:00:00__315,Cutthroat trout: 2004-09-02 00:00:00__296,Cutthroat trout: 2000-09-11 00:00:00__287",-121.429287,Yakima County,46.769143,4674,3,46.769143 -121.429287
Blankenship - South,"Cutthroat trout: 2012-08-23 00:00:00__680,Cutthroat trout: 2009-08-20 00:00:00__680,Cutthroat trout: 2006-08-18 00:00:00__680,Cutthroat trout: 2000-08-14 00:00:00__683",-121.337106,Yakima County,46.721147,5269,5.8,46.721147 -121.337106
Blankenship Pot 26,Rainbow trout: 2000-08-22 00:00:00__210,-121.316893,Yakima County,46.719922,4990,1.7,46.719922 -121.316893
Blankenship - North,"Cutthroat trout: 2012-08-23 00:00:00__410,Cutthroat trout: 2009-08-20 00:00:00__425,Cutthroat trout: 2006-08-18 00:00:00__410,Cutthroat trout: 2000-08-14 00:00:00__420",-121.33679,Yakima County,46.723511,5272,3.7,46.723511 -121.33679
Bauer,"Golden trout: 2013-09-19 00:00:00__150,Golden trout: 2009-09-16 00:00:00__190,Golden trout: 2004-10-06 00:00:00__190,Golden trout: 2000-08-29 00:00:00__108",-121.256582,Yakima County,46.850318,6358,1.4,46.850318 -121.256582
Blankenship - East,"Cutthroat trout: 2012-08-23 00:00:00__960,Cutthroat trout: 2009-08-20 00:00:00__977,Cutthroat trout: 2006-08-18 00:00:00__960,Cutthroat trout: 2000-08-14 00:00:00__998",-121.333057,Yakima County,46.722047,5234,7.8,46.722047 -121.333057
Basin,"Cutthroat trout: 2012-08-25 00:00:00__575,Cutthroat trout: 2011-09-01 00:00:00__125,Cutthroat trout: 2010-09-01 00:00:00__595,Cutthroat trout: 2009-08-25 00:00:00__595,Cutthroat trout: 2008-08-28 00:00:00__585,Cutthroat trout: 2007-08-21 00:00:00__575,Cutthroat trout: 2006-09-28 00:00:00__616,Cutthroat trout: 2005-09-27 00:00:00__570,Cutthroat trout: 2002-09-04 00:00:00__600,Cutthroat trout: 2001-09-12 00:00:00__557,Cutthroat trout: 2000-09-18 00:00:00__584",-121.439368,Yakima County,46.953614,5840,4.1,46.953614 -121.439368
Anna,"Cutthroat trout: 2012-09-22 00:00:00__280,Cutthroat trout: 2009-08-18 00:00:00__255,Cutthroat trout: 2004-07-29 00:00:00__258,Cutthroat trout: 2001-08-21 00:00:00__225",-121.36574,Yakima County,47.0046,4755,1.7,47.0046 -121.36574
Art,"Rainbow trout: 2012-08-10 00:00:00__210,Rainbow trout: 2009-07-10 00:00:00__210,Rainbow trout: 2006-07-18 00:00:00__209,Rainbow trout: 2003-07-14 00:00:00__210,Rainbow trout: 2000-08-22 00:00:00__205",-121.357105,Yakima County,46.698562,5236,1.6,46.698562 -121.357105
American,"Cutthroat trout: 2010-08-05 00:00:00__450,Cutthroat trout: 2006-08-29 00:00:00__426,Cutthroat trout: 2001-07-23 00:00:00__426,Cutthroat trout: 2001-07-23 00:00:00__426",-121.458107,Yakima County,46.817884,5268,5.4,46.817884 -121.458107
Wiseman,"Rainbow trout: 2008-09-27 00:00:00__1,000,Rainbow trout: 2003-07-26 00:00:00__893",-121.939209,Whatcom County,48.707009,4223,19.4,48.707009 -121.939209
Wiseman - Little,"Rainbow trout: 2008-09-27 00:00:00__110,Rainbow trout: 2003-07-26 00:00:00__93",-121.948416,Whatcom County,48.703116,4438,2,48.703116 -121.948416
Watson - Upper (Little),"Rainbow trout: 2008-09-10 00:00:00__1,125",-121.590559,Whatcom County,48.666193,4415,16.3,48.666193 -121.590559
Watson - Lower (Big),"Rainbow trout: 2010-08-03 00:00:00__1,200,Rainbow trout: 2003-09-09 00:00:00__1,500",-121.579029,Whatcom County,48.667703,4401,47.3,48.667703 -121.579029
Tuckway,Cutthroat trout: 2007-07-19 00:00:00__70,-121.791249,Whatcom County,48.656836,3868,1.2,48.656836 -121.791249
String - Upper,"Rainbow trout: 2013-07-30 00:00:00__187,Rainbow trout: 2007-09-08 00:00:00__190",-121.657646,Whatcom County,48.813148,4944,1.8,48.813148 -121.657646
Shuksan Pot - Large,"Cutthroat trout: 2013-10-06 00:00:00__150,Cutthroat trout: 2007-08-21 00:00:00__99",-121.57293,Whatcom County,48.766747,4237,2.5,48.766747 -121.57293
Rankin,"Rainbow trout: 2011-09-17 00:00:00__75,Rainbow trout: 2005-08-07 00:00:00__150,Rainbow trout: 2001-09-15 00:00:00__150",-121.890665,Whatcom County,48.753249,5079,1.4,48.753249 -121.890665
Shuksan,"Rainbow trout: 2006-08-01 00:00:00__4,370,Rainbow trout: 2002-08-15 00:00:00__3,000",-121.573469,Whatcom County,48.773767,3698,29,48.773767 -121.573469
Rainbow,"Rainbow trout: 2010-09-13 00:00:00__180,Rainbow trout: 2004-09-26 00:00:00__117,Rainbow trout: 2003-10-05 00:00:00__0",-121.711751,Whatcom County,48.789018,2920,1.3,48.789018 -121.711751
Pocket,"Rainbow trout: 2012-09-07 00:00:00__100,Rainbow trout: 2002-09-14 00:00:00__280",-121.843833,Whatcom County,48.711935,4587,2.7,48.711935 -121.843833
Pinus,Cutthroat trout: 2011-08-24 00:00:00__100,-121.786319,Whatcom County,48.904843,2477,0.7,48.904843 -121.786319
Maiden,"Rainbow trout: 2003-09-09 00:00:00__2,300",-121.664967,Whatcom County,48.799895,3923,18.3,48.799895 -121.664967
Picture,Rainbow trout: 2006-09-20 00:00:00__210,-121.677131,Whatcom County,48.865433,4117,3,48.865433 -121.677131
Hawkeye,"Rainbow trout: 2013-09-08 00:00:00__200,Rainbow trout: 2008-09-22 00:00:00__200,Rainbow trout: 2003-09-22 00:00:00__200",-121.711314,Whatcom County,48.863818,4986,6,48.863818 -121.711314
Green Drop 2,Rainbow trout: 2010-09-23 00:00:00__40,-121.690953,Whatcom County,48.950349,5514,1.2,48.950349 -121.690953
Elbow,Cutthroat trout: 2005-07-24 00:00:00__200,-121.914935,Whatcom County,48.709997,3382,4.9,48.709997 -121.914935
Church,"Rainbow trout: 2013-09-01 00:00:00__230,Rainbow trout: 2009-09-26 00:00:00__300,Rainbow trout: 2006-08-24 00:00:00__160,Rainbow trout: 2003-09-21 00:00:00__300,Rainbow trout: 2000-10-21 00:00:00__300",-121.849125,Whatcom County,48.94953,5146,8.7,48.94953 -121.849125
Doreen - Pothole,"Rainbow trout: 2006-08-05 00:00:00__50,Rainbow trout: 2000-09-21 00:00:00__100",-121.904977,Whatcom County,48.707582,4236,1.9,48.707582 -121.904977
Anderson 3,"Rainbow trout: 2013-09-28 00:00:00__75,Rainbow trout: 2013-09-26 00:00:00__75,Rainbow trout: 2008-08-27 00:00:00__110,Rainbow trout: 2002-08-30 00:00:00__98",-121.587069,Whatcom County,48.65771,4980,1,48.65771 -121.587069
Bearpaw Mtn,"Rainbow trout: 2011-09-10 00:00:00__496,Rainbow trout: 2006-08-01 00:00:00__1,000,Rainbow trout: 2002-08-15 00:00:00__1,000",-121.841096,Whatcom County,48.951348,4425,5.9,48.951348 -121.841096
Anderson 2,"Rainbow trout: 2013-09-28 00:00:00__130,Rainbow trout: 2013-09-26 00:00:00__130,Rainbow trout: 2009-10-06 00:00:00__250,Rainbow trout: 2005-09-04 00:00:00__259,Rainbow trout: 2001-09-16 00:00:00__299",-121.588592,Whatcom County,48.659238,4970,3.1,48.659238 -121.588592
Anderson 1,"Rainbow trout: 2012-10-01 00:00:00__170,Rainbow trout: 2012-09-27 00:00:00__170,Rainbow trout: 2009-10-06 00:00:00__250,Rainbow trout: 2006-09-01 00:00:00__339,Rainbow trout: 2003-08-23 00:00:00__340,Rainbow trout: 2000-10-15 00:00:00__299",-121.595146,Whatcom County,48.659798,4443,4.3,48.659798 -121.595146
Windom,"Rainbow trout: 2013-09-14 00:00:00__50,Rainbow trout: 2010-10-07 00:00:00__50,Rainbow trout: 2007-07-22 00:00:00__50,Rainbow trout: 2004-07-21 00:00:00__50,Rainbow trout: 2001-10-13 00:00:00__50",-121.542881,Snohomish County,48.131515,3543,3.6,48.131515 -121.542881
Unnamed - L31364,Rainbow trout: 2002-09-22 00:00:00__70,-121.529232,Snohomish County,48.130127,4749,0.7,48.130127 -121.529232
White Chuck,"Rainbow trout: 2011-09-10 00:00:00__59,Rainbow trout: 2006-08-19 00:00:00__60,Rainbow trout: 2002-10-13 00:00:00__180",-121.405788,Snohomish County,48.215399,4391,0.2,48.215399 -121.405788
Wayhut (Boulder),"Rainbow trout: 2011-09-13 00:00:00__200,Rainbow trout: 2007-09-16 00:00:00__199,Rainbow trout: 2003-08-04 00:00:00__200",-121.355197,Snohomish County,47.83636,4387,5.8,47.83636 -121.355197
Twin - Upper,"Rainbow trout: 2010-09-27 00:00:00__1,012",-121.377547,Snohomish County,47.953483,4704,64.5,47.953483 -121.377547
Twin - Upper,Rainbow trout: 2001-08-27 00:00:00__998,-121.199232,Snohomish County,48.207539,5547,19.7,48.207539 -121.199232
Tom,"Cutthroat trout: 2013-09-13 00:00:00__60,Cutthroat trout: 2010-10-02 00:00:00__60,Cutthroat trout: 2006-09-17 00:00:00__60,Cutthroat trout: 2003-09-26 00:00:00__55",-121.476692,Snohomish County,47.847998,3353,1.3,47.847998 -121.476692
Triad,"Golden trout: 2012-10-11 00:00:00__199,Golden trout: 2006-09-09 00:00:00__200",-120.95797,Snohomish County,48.112848,6525,12.5,48.112848 -120.95797
Sunbow,"Rainbow trout: 2009-09-13 00:00:00__297,Rainbow trout: 2004-09-04 00:00:00__0",-121.107602,Snohomish County,48.230137,5881,3.6,48.230137 -121.107602
Thornton,"Rainbow trout: 2010-08-20 00:00:00__379,Rainbow trout: 2006-08-27 00:00:00__380,Rainbow trout: 2002-07-20 00:00:00__376",-121.407024,Snohomish County,48.204908,4407,18.7,48.204908 -121.407024
Sunset,Golden trout: 2002-10-05 00:00:00__500,-121.396265,Snohomish County,47.817864,4184,37.8,47.817864 -121.396265
Sulphur Mtn,Rainbow trout: 2003-09-04 00:00:00__338,-121.138286,Snohomish County,48.245812,5189,4.9,48.245812 -121.138286
Son of a Gunn,"Golden trout: 2011-09-24 00:00:00__50,Golden trout: 2002-10-17 00:00:00__50",-121.461406,Snohomish County,47.828795,4560,0.6,47.828795 -121.461406
Stone,"Rainbow trout: 2013-10-05 00:00:00__50,Rainbow trout: 2013-07-12 00:00:00__50,Rainbow trout: 2009-08-08 00:00:00__100,Rainbow trout: 2005-09-24 00:00:00__100,Rainbow trout: 2001-08-25 00:00:00__50",-121.409343,Snohomish County,47.7895,3880,0.8,47.7895 -121.409343
South,"Rainbow trout: 2013-11-01 00:00:00__595,Rainbow trout: 2009-08-23 00:00:00__600,Rainbow trout: 2005-09-03 00:00:00__430,Rainbow trout: 2001-08-26 00:00:00__600",-121.4828,Snohomish County,48.098975,4546,12,48.098975 -121.4828
Snowslide Pot 2,"Rainbow trout: 2012-10-13 00:00:00__90,Rainbow trout: 2006-09-30 00:00:00__90",-121.521144,Snohomish County,47.888163,4436,0.9,47.888163 -121.521144
Snowslide,"Golden trout: 2012-10-13 00:00:00__210,Golden trout: 2006-09-30 00:00:00__210",-121.527564,Snohomish County,47.888734,4265,8.2,47.888734 -121.527564
Scrabble,"Rainbow trout: 2013-09-08 00:00:00__100,Rainbow trout: 2007-08-11 00:00:00__100,Rainbow trout: 2001-08-26 00:00:00__50",-121.159106,Snohomish County,47.820477,4799,1.7,47.820477 -121.159106
Snowshoe,"Rainbow trout: 2009-07-21 00:00:00__145,Rainbow trout: 2003-08-16 00:00:00__295",-121.120502,Snohomish County,48.254322,4883,1.7,48.254322 -121.120502
Saddle,"Rainbow trout: 2013-10-09 00:00:00__209,Rainbow trout: 2009-08-20 00:00:00__210,Rainbow trout: 2005-08-03 00:00:00__210,Rainbow trout: 2001-08-17 00:00:00__300,Rainbow trout: 2001-08-11 00:00:00__0",-121.756885,Snohomish County,48.178748,3784,3.5,48.178748 -121.756885
Ruby,"Golden trout: 2009-10-02 00:00:00__180,Golden trout: 2004-09-11 00:00:00__180,Golden trout: 2000-10-07 00:00:00__180",-121.263442,Snohomish County,48.071427,5435,2.4,48.071427 -121.263442
Round,"Rainbow trout: 2013-08-24 00:00:00__500,Rainbow trout: 2011-10-08 00:00:00__500,Rainbow trout: 2009-09-13 00:00:00__500,Rainbow trout: 2006-09-23 00:00:00__500,Rainbow trout: 2004-08-14 00:00:00__500,Rainbow trout: 2002-10-02 00:00:00__495,Rainbow trout: 2000-08-26 00:00:00__420",-121.309881,Snohomish County,48.121718,5054,16.5,48.121718 -121.309881
Rose,"Rainbow trout: 2010-08-04 00:00:00__110,Rainbow trout: 2002-08-06 00:00:00__80",-121.623378,Snohomish County,47.90725,4300,1.4,47.90725 -121.623378
Rivord,"Rainbow trout: 2003-09-09 00:00:00__1,000",-121.207855,Snohomish County,48.213017,5342,22.4,48.213017 -121.207855
Pass,"Rainbow trout: 2013-10-13 00:00:00__40,Rainbow trout: 2013-09-05 00:00:00__40,Rainbow trout: 2012-10-06 00:00:00__80,Rainbow trout: 2010-09-15 00:00:00__80,Rainbow trout: 2009-09-23 00:00:00__100,Rainbow trout: 2007-09-14 00:00:00__100,Rainbow trout: 2005-09-13 00:00:00__100,Rainbow trout: 2003-09-25 00:00:00__100,Rainbow trout: 2001-09-25 00:00:00__100",-121.514906,Snohomish County,48.119748,3706,3.1,48.119748 -121.514906
Quartz,Rainbow trout: 2009-08-02 00:00:00__200,-121.308799,Snohomish County,47.971668,4799,1.1,47.971668 -121.308799
Peek-a-boo,"Rainbow trout: 2013-09-26 00:00:00__800,Rainbow trout: 2011-09-01 00:00:00__700,Rainbow trout: 2009-09-16 00:00:00__694,Rainbow trout: 2007-07-31 00:00:00__680,Rainbow trout: 2005-09-27 00:00:00__340,Rainbow trout: 2005-09-27 00:00:00__340,Rainbow trout: 2002-09-18 00:00:00__680,Rainbow trout: 2000-08-24 00:00:00__680",-121.47534,Snohomish County,48.136868,3906,18.5,48.136868 -121.47534
Palisade,"Golden trout: 2009-09-12 00:00:00__350,Golden trout: 2004-09-05 00:00:00__192",-121.118155,Snohomish County,48.234943,5744,5.2,48.234943 -121.118155
North Star - Upper,Golden trout: 2004-09-14 00:00:00__80,-121.549161,Snohomish County,47.857925,4594,0.5,47.857925 -121.549161
North Star - Lower,"Rainbow trout: 2009-08-03 00:00:00__100,Rainbow trout: 2002-08-02 00:00:00__90",-121.546735,Snohomish County,47.856765,4436,1,47.856765 -121.546735
North,"Cutthroat trout: 2010-08-26 00:00:00__300,Cutthroat trout: 2006-07-26 00:00:00__299,Cutthroat trout: 2002-09-22 00:00:00__399,Rainbow trout: 2006-07-26 00:00:00__497,Rainbow trout: 2002-09-22 00:00:00__596",-121.519579,Snohomish County,48.13542,4162,31.8,48.13542 -121.519579
Mt Townsend Pot,"Rainbow trout: 2011-08-27 00:00:00__100,Rainbow trout: 2003-08-17 00:00:00__100",-121.379184,Snohomish County,47.794799,4834,1,47.794799 -121.379184
Nels (Bedal),Rainbow trout: 2009-08-28 00:00:00__210,-121.361086,Snohomish County,48.082595,3954,3.4,48.082595 -121.361086
Nomad,Rainbow trout: 2006-07-17 00:00:00__50,-121.304046,Snohomish County,48.136827,4189,0.5,48.136827 -121.304046
Misty,"Rainbow trout: 2013-09-14 00:00:00__85,Rainbow trout: 2007-07-12 00:00:00__120",-121.300685,Snohomish County,48.144014,4912,2,48.144014 -121.300685
Mica,Golden trout: 2009-08-30 00:00:00__912,-121.159938,Snohomish County,48.16611,5447,15.5,48.16611 -121.159938
Lost,"Rainbow trout: 2013-10-06 00:00:00__100,Rainbow trout: 2011-09-09 00:00:00__100,Rainbow trout: 2007-10-06 00:00:00__60,Rainbow trout: 2006-08-27 00:00:00__60,Rainbow trout: 2005-09-24 00:00:00__60,Rainbow trout: 2004-09-19 00:00:00__80,Rainbow trout: 2003-10-05 00:00:00__100,Rainbow trout: 2002-10-06 00:00:00__60,Rainbow trout: 2001-10-05 00:00:00__60,Rainbow trout: 2000-10-01 00:00:00__60",-121.624633,Snohomish County,47.806252,2949,1.5,47.806252 -121.624633
Margaret,"Rainbow trout: 2012-08-08 00:00:00__160,Rainbow trout: 2008-10-05 00:00:00__160,Rainbow trout: 2004-08-24 00:00:00__160,Rainbow trout: 2000-08-24 00:00:00__160",-121.133253,Snohomish County,47.837117,4832,1.9,47.837117 -121.133253
Lime Twist,"Rainbow trout: 2013-10-19 00:00:00__240,Rainbow trout: 2008-09-14 00:00:00__240",-121.244904,Snohomish County,48.22528,5109,4.7,48.22528 -121.244904
Ledge,"Rainbow trout: 2013-08-18 00:00:00__80,Rainbow trout: 2009-10-07 00:00:00__80,Rainbow trout: 2003-09-22 00:00:00__75",-121.437901,Snohomish County,48.223661,4545,2.4,48.223661 -121.437901
Lime,"Golden trout: 2012-09-25 00:00:00__400,Golden trout: 2009-09-23 00:00:00__93,Golden trout: 2002-10-05 00:00:00__650",-121.184484,Snohomish County,48.184399,5540,9.9,48.184399 -121.184484
Kelcema,"Rainbow trout: 2010-08-11 00:00:00__2,000,Rainbow trout: 2003-09-18 00:00:00__1,000",-121.602504,Snohomish County,48.113975,3190,20.2,48.113975 -121.602504
Island - Little,"Rainbow trout: 2006-09-24 00:00:00__210,Rainbow trout: 2002-09-25 00:00:00__220",-121.752761,Snohomish County,48.043895,3503,2.5,48.043895 -121.752761
Isabel,"Rainbow trout: 2012-08-24 00:00:00__3,990",-121.590008,Snohomish County,47.870826,2851,167.6,47.870826 -121.590008
Indigo,"Rainbow trout: 2012-09-29 00:00:00__1,000,Rainbow trout: 2006-09-26 00:00:00__2,000,Rainbow trout: 2000-08-08 00:00:00__1,100",-121.313431,Snohomish County,48.220536,4786,20.2,48.220536 -121.313431
Independence,"Rainbow trout: 2013-10-13 00:00:00__100,Rainbow trout: 2013-09-19 00:00:00__100,Rainbow trout: 2012-10-08 00:00:00__200,Rainbow trout: 2011-10-01 00:00:00__200,Rainbow trout: 2010-10-07 00:00:00__200,Rainbow trout: 2008-08-02 00:00:00__200,Rainbow trout: 2007-07-22 00:00:00__200,Rainbow trout: 2006-08-27 00:00:00__185,Rainbow trout: 2005-09-03 00:00:00__200,Rainbow trout: 2004-07-21 00:00:00__200,Rainbow trout: 2003-09-20 00:00:00__200,Rainbow trout: 2002-09-29 00:00:00__200,Rainbow trout: 2001-10-13 00:00:00__200,Rainbow trout: 2000-09-10 00:00:00__200",-121.533032,Snohomish County,48.122724,3698,6.1,48.122724 -121.533032
Howard,"Rainbow trout: 2012-09-15 00:00:00__100,Rainbow trout: 2008-09-15 00:00:00__100,Rainbow trout: 2003-09-22 00:00:00__100",-121.405337,Snohomish County,47.849786,4512,3.2,47.849786 -121.405337
Hemple,"Cutthroat trout: 2012-08-03 00:00:00__200,Cutthroat trout: 2009-08-21 00:00:00__200,Cutthroat trout: 2008-08-30 00:00:00__150,Cutthroat trout: 2005-08-21 00:00:00__150,Rainbow trout: 2008-08-30 00:00:00__150,Rainbow trout: 2005-08-21 00:00:00__150",-121.754208,Snohomish County,48.057443,3099,5.8,48.057443 -121.754208
Harry,"Cutthroat trout: 2013-09-13 00:00:00__50,Cutthroat trout: 2010-10-02 00:00:00__50,Cutthroat trout: 2007-09-23 00:00:00__50,Cutthroat trout: 2004-09-26 00:00:00__50,Cutthroat trout: 2000-07-09 00:00:00__50",-121.463969,Snohomish County,47.847209,3349,1,47.847209 -121.463969
Hall Peak,"Cutthroat trout: 2012-07-21 00:00:00__70,Cutthroat trout: 2007-07-24 00:00:00__70",-121.538586,Snohomish County,48.068433,3429,0.9,48.068433 -121.538586
Halcyon,"Cutthroat trout: 2012-09-22 00:00:00__317,Cutthroat trout: 2009-09-18 00:00:00__320,Cutthroat trout: 2006-06-25 00:00:00__309,Cutthroat trout: 2003-08-23 00:00:00__314,Cutthroat trout: 2000-08-08 00:00:00__50",-121.709963,Snohomish County,47.810466,3279,5.4,47.810466 -121.709963
Gunn,"Golden trout: 2011-09-24 00:00:00__160,Golden trout: 2002-09-27 00:00:00__160",-121.457273,Snohomish County,47.81511,4774,5.4,47.81511 -121.457273
Gulch 1,"Rainbow trout: 2009-09-18 00:00:00__120,Rainbow trout: 2002-08-19 00:00:00__70",-121.454114,Snohomish County,47.939942,3669,1.6,47.939942 -121.454114
Goblin,Cutthroat trout: 2007-08-12 00:00:00__440,-121.317994,Snohomish County,47.965821,4269,32.8,47.965821 -121.317994
Grouse (Mud),"Rainbow trout: 2013-09-01 00:00:00__150,Rainbow trout: 2009-09-26 00:00:00__150,Rainbow trout: 2006-07-29 00:00:00__150,Rainbow trout: 2002-09-21 00:00:00__147",-121.125543,Snohomish County,47.821673,4720,2.2,47.821673 -121.125543
Fourth Of July,"Rainbow trout: 2012-08-09 00:00:00__90,Rainbow trout: 2006-09-16 00:00:00__90,Rainbow trout: 2000-09-13 00:00:00__100",-121.390759,Snohomish County,47.806546,4387,1.3,47.806546 -121.390759
Gloria,"Rainbow trout: 2011-08-20 00:00:00__460,Rainbow trout: 2002-09-20 00:00:00__460",-121.166868,Snohomish County,48.28843,5812,5.9,48.28843 -121.166868
Fortune Ponds 2,"Rainbow trout: 2010-09-29 00:00:00__40,Rainbow trout: 2005-07-14 00:00:00__40,Rainbow trout: 2000-07-08 00:00:00__25",-121.184009,Snohomish County,47.886282,4678,0.9,47.886282 -121.184009
Fortune Ponds 1,"Rainbow trout: 2010-09-29 00:00:00__60,Rainbow trout: 2005-07-14 00:00:00__60,Rainbow trout: 2000-07-08 00:00:00__50",-121.183515,Snohomish County,47.884083,4909,1.5,47.884083 -121.183515
Fern,"Golden trout: 2009-10-06 00:00:00__150,Golden trout: 2004-09-21 00:00:00__150",-121.272829,Snohomish County,48.120295,5033,1,48.120295 -121.272829
Feldspar,"Rainbow trout: 2011-09-10 00:00:00__100,Rainbow trout: 2006-08-26 00:00:00__110,Rainbow trout: 2004-10-18 00:00:00__0,Rainbow trout: 2003-09-26 00:00:00__0",-121.073024,Snohomish County,48.265665,4654,3.1,48.265665 -121.073024
Evan,"Cutthroat trout: 2013-07-27 00:00:00__350,Cutthroat trout: 2012-08-03 00:00:00__250,Cutthroat trout: 2011-10-03 00:00:00__250,Cutthroat trout: 2009-08-21 00:00:00__250,Cutthroat trout: 2008-08-30 00:00:00__150,Cutthroat trout: 2006-08-13 00:00:00__250,Cutthroat trout: 2005-08-21 00:00:00__250,Rainbow trout: 2013-07-27 00:00:00__250,Rainbow trout: 2012-08-03 00:00:00__250,Rainbow trout: 2011-10-03 00:00:00__250,Rainbow trout: 2008-08-30 00:00:00__150,Rainbow trout: 2005-08-21 00:00:00__250,Rainbow trout: 2002-08-03 00:00:00__200",-121.687549,Snohomish County,48.0311,2766,10.9,48.0311 -121.687549
Excelsior Creek Pot 1,"Rainbow trout: 2012-10-13 00:00:00__50,Rainbow trout: 2006-09-30 00:00:00__50",-121.510549,Snohomish County,47.885073,4057,0.4,47.885073 -121.510549
Emerald,Rainbow trout: 2007-08-11 00:00:00__400,-121.252315,Snohomish County,48.187988,5140,11.9,48.187988 -121.252315
East Boardman,"Rainbow trout: 2006-08-01 00:00:00__2,300",-121.663193,Snohomish County,48.010446,3365,21.9,48.010446 -121.663193
Duffey 2,"Rainbow trout: 2013-09-27 00:00:00__215,Rainbow trout: 2009-09-11 00:00:00__200,Rainbow trout: 2004-10-06 00:00:00__200,Rainbow trout: 2000-07-08 00:00:00__210",-121.688713,Snohomish County,47.796274,3179,3.3,47.796274 -121.688713
Eagle,"Rainbow trout: 2012-08-25 00:00:00__170,Rainbow trout: 2010-09-12 00:00:00__170,Rainbow trout: 2008-09-20 00:00:00__169,Rainbow trout: 2006-08-02 00:00:00__170",-121.413636,Snohomish County,47.795729,3892,18.6,47.795729 -121.413636
Downey,"Rainbow trout: 2006-08-01 00:00:00__1,250,Rainbow trout: 2002-08-16 00:00:00__1,200",-121.155896,Snohomish County,48.289236,5412,12.6,48.289236 -121.155896
Duffey 1,"Rainbow trout: 2013-09-27 00:00:00__130,Rainbow trout: 2009-09-11 00:00:00__118,Rainbow trout: 2004-10-06 00:00:00__120,Rainbow trout: 2000-07-08 00:00:00__150",-121.687035,Snohomish County,47.800309,2980,1.9,47.800309 -121.687035
Dow,"Rainbow trout: 2013-08-24 00:00:00__180,Rainbow trout: 2010-09-25 00:00:00__180,Rainbow trout: 2007-09-13 00:00:00__180,Rainbow trout: 2004-08-21 00:00:00__180,Rainbow trout: 2001-10-12 00:00:00__180",-121.096466,Snohomish County,47.801071,4750,3,47.801071 -121.096466
Dollar Lakes Pot 2,"Rainbow trout: 2008-08-30 00:00:00__30,Rainbow trout: 2003-08-09 00:00:00__30",-121.561227,Snohomish County,47.856559,4594,0.4,47.856559 -121.561227
Dollar Lakes Pot 1,"Rainbow trout: 2013-09-02 00:00:00__40,Rainbow trout: 2007-08-11 00:00:00__40,Rainbow trout: 2001-08-01 00:00:00__40",-121.562406,Snohomish County,47.857076,4596,0.5,47.857076 -121.562406
